Job Title,Required Skills,Category
Systems Administrator,"Linux, Virtualization, Shell Scripting, IT Automation, Monitoring Tools, Active Directory, Network Security, Backup & Recovery, Cloud Services, Windows Server",Other
Systems Administrator,"Backup & Recovery, Linux, IT Automation, Virtualization, Network Security, Cloud Services, Windows Server, Active Directory, Shell Scripting, Monitoring Tools",Other
Systems Administrator,"Cloud Services, Network Security, Active Directory, Shell Scripting, Linux, Windows Server, Monitoring Tools, Virtualization, IT Automation, Backup & Recovery",Other
Systems Administrator,"Virtualization, Network Security, Monitoring Tools, Windows Server, IT Automation, Linux, Cloud Services, Active Directory, Shell Scripting, Backup & Recovery",Other
IT Project Manager,"Scrum Framework, Conflict Resolution, PMP, Time Management, Communication Skills, Budgeting, Resource Allocation, Agile, Jira, Stakeholder Management, Risk Management",Other
IT Project Manager,"Time Management, Risk Management, Agile, Budgeting, Communication Skills, PMP, Conflict Resolution, Stakeholder Management, Jira, Resource Allocation, Scrum Framework",Other
IT Project Manager,"Resource Allocation, Jira, PMP, Time Management, Agile, Conflict Resolution, Communication Skills, Risk Management, Stakeholder Management, Scrum Framework, Budgeting",Other
IT Project Manager,"Conflict Resolution, PMP, Agile, Risk Management, Time Management, Stakeholder Management, Budgeting, Resource Allocation, Communication Skills, Scrum Framework, Jira",Other
IT Project Manager,"Stakeholder Management, Jira, Risk Management, Conflict Resolution, Resource Allocation, Agile, Scrum Framework, Time Management, PMP, Communication Skills, Budgeting",Other
IT Project Manager,"Risk Management, Resource Allocation, Budgeting, PMP, Time Management, Stakeholder Management, Jira, Communication Skills, Agile, Scrum Framework, Conflict Resolution",Other
IT Project Manager,"Conflict Resolution, Risk Management, PMP, Budgeting, Time Management, Communication Skills, Scrum Framework, Stakeholder Management, Agile, Resource Allocation, Jira",Other
IT Project Manager,"Scrum Framework, Agile, Stakeholder Management, Resource Allocation, Risk Management, Budgeting, Jira, Time Management, Communication Skills, Conflict Resolution, PMP",Other
Robotics Engineer,"Actuators, Embedded Systems, ROS, Computer Vision, Kinematics, Python, Sensor Fusion, C++, Motion Planning, Autonomous Systems",Other
Robotics Engineer,"Kinematics, Embedded Systems, C++, Autonomous Systems, Python, Sensor Fusion, Computer Vision, Actuators, Motion Planning, ROS",Other
Robotics Engineer,"Embedded Systems, ROS, C++, Autonomous Systems, Sensor Fusion, Kinematics, Actuators, Motion Planning, Computer Vision, Python",Other
Robotics Engineer,"Kinematics, Actuators, Motion Planning, Sensor Fusion, Python, Computer Vision, Autonomous Systems, ROS, Embedded Systems, C++",Other
Robotics Engineer,"ROS, Motion Planning, C++, Python, Embedded Systems, Actuators, Kinematics, Autonomous Systems, Sensor Fusion, Computer Vision",Other
Robotics Engineer,"Sensor Fusion, Actuators, Kinematics, ROS, Python, Motion Planning, Embedded Systems, Autonomous Systems, Computer Vision, C++",Other
Robotics Engineer,"Actuators, Motion Planning, Kinematics, Python, Autonomous Systems, ROS, Computer Vision, Sensor Fusion, C++, Embedded Systems",Other
Robotics Engineer,"Motion Planning, Python, Kinematics, C++, Sensor Fusion, Autonomous Systems, Computer Vision, Embedded Systems, ROS, Actuators",Other
Automation Engineer,"Load Testing, Cucumber, Performance Testing, Test Automation, API Testing, Jenkins, CI/CD Pipelines, Python, Selenium, Robot Framework",Other
Automation Engineer,"API Testing, Python, Robot Framework, Performance Testing, Selenium, Cucumber, Jenkins, CI/CD Pipelines, Load Testing, Test Automation",Other
Automation Engineer,"Python, Load Testing, API Testing, Test Automation, CI/CD Pipelines, Cucumber, Performance Testing, Jenkins, Robot Framework, Selenium",Other
Automation Engineer,"Python, Selenium, CI/CD Pipelines, Load Testing, Performance Testing, Cucumber, Test Automation, Jenkins, API Testing, Robot Framework",Other
Automation Engineer,"Test Automation, Performance Testing, Load Testing, Selenium, Python, API Testing, Robot Framework, Cucumber, Jenkins, CI/CD Pipelines",Other
Automation Engineer,"Jenkins, Robot Framework, Python, CI/CD Pipelines, Load Testing, Test Automation, Cucumber, Performance Testing, Selenium, API Testing",Other
Automation Engineer,"Robot Framework, Selenium, Performance Testing, Load Testing, CI/CD Pipelines, Python, Jenkins, API Testing, Cucumber, Test Automation",Other
Cloud Security Engineer,"Security Hardening, Intrusion Detection, IAM, DevSecOps, Zero Trust Architecture, Security Audits, AWS Security, Identity Management, Encryption, Compliance",Other
Cloud Security Engineer,"Security Hardening, Compliance, Encryption, Zero Trust Architecture, Identity Management, Security Audits, IAM, DevSecOps, AWS Security, Intrusion Detection",Other
Cloud Security Engineer,"Intrusion Detection, Identity Management, Security Audits, Zero Trust Architecture, IAM, DevSecOps, AWS Security, Compliance, Security Hardening, Encryption",Other
Cloud Security Engineer,"AWS Security, DevSecOps, Encryption, Compliance, Zero Trust Architecture, Intrusion Detection, Security Audits, IAM, Security Hardening, Identity Management",Other
Cloud Security Engineer,"Security Audits, Compliance, DevSecOps, Identity Management, Security Hardening, Intrusion Detection, AWS Security, Zero Trust Architecture, IAM, Encryption",Other
Cloud Security Engineer,"Intrusion Detection, Encryption, AWS Security, IAM, Security Audits, DevSecOps, Compliance, Identity Management, Security Hardening, Zero Trust Architecture",Other
Cloud Security Engineer,"Encryption, IAM, DevSecOps, AWS Security, Security Hardening, Compliance, Identity Management, Intrusion Detection, Security Audits, Zero Trust Architecture",Other
Cloud Security Engineer,"Encryption, IAM, Zero Trust Architecture, Security Hardening, Intrusion Detection, Compliance, AWS Security, Security Audits, Identity Management, DevSecOps",Other
AI Research Scientist,"Bayesian Methods, NLP, Mathematical Modeling, Reinforcement Learning, Explainable AI, Probabilistic Modeling, AI Ethics, Generative AI, Neural Networks, TensorFlow",Other
AI Research Scientist,"Neural Networks, Bayesian Methods, Generative AI, NLP, Mathematical Modeling, Probabilistic Modeling, TensorFlow, Reinforcement Learning, AI Ethics, Explainable AI",Other
AI Research Scientist,"Generative AI, Bayesian Methods, Explainable AI, TensorFlow, AI Ethics, Neural Networks, NLP, Probabilistic Modeling, Reinforcement Learning, Mathematical Modeling",Other
AI Research Scientist,"TensorFlow, AI Ethics, NLP, Explainable AI, Neural Networks, Reinforcement Learning, Probabilistic Modeling, Bayesian Methods, Mathematical Modeling, Generative AI",Other
AI Research Scientist,"Neural Networks, TensorFlow, Probabilistic Modeling, Bayesian Methods, NLP, Generative AI, AI Ethics, Reinforcement Learning, Mathematical Modeling, Explainable AI",Other
AI Research Scientist,"AI Ethics, Bayesian Methods, Neural Networks, Explainable AI, Probabilistic Modeling, NLP, Reinforcement Learning, Mathematical Modeling, TensorFlow, Generative AI",Other
Financial Analyst,"Budgeting, Valuation, Market Analysis, Accounting Principles, Excel, Forecasting, Investment Strategies, Risk Analysis, Data Interpretation, Financial Modeling",Finance & Business
Financial Analyst,"Forecasting, Financial Modeling, Risk Analysis, Valuation, Data Interpretation, Investment Strategies, Market Analysis, Accounting Principles, Excel, Budgeting",Finance & Business
Financial Analyst,"Investment Strategies, Market Analysis, Data Interpretation, Forecasting, Budgeting, Valuation, Excel, Financial Modeling, Accounting Principles, Risk Analysis",Finance & Business
Financial Analyst,"Market Analysis, Risk Analysis, Valuation, Data Interpretation, Forecasting, Financial Modeling, Accounting Principles, Excel, Investment Strategies, Budgeting",Finance & Business
Financial Analyst,"Excel, Forecasting, Risk Analysis, Financial Modeling, Investment Strategies, Budgeting, Data Interpretation, Market Analysis, Accounting Principles, Valuation",Finance & Business
Financial Analyst,"Financial Modeling, Market Analysis, Budgeting, Data Interpretation, Accounting Principles, Risk Analysis, Forecasting, Excel, Valuation, Investment Strategies",Finance & Business
Financial Analyst,"Forecasting, Valuation, Excel, Accounting Principles, Financial Modeling, Market Analysis, Investment Strategies, Data Interpretation, Risk Analysis, Budgeting",Finance & Business
Financial Analyst,"Budgeting, Forecasting, Valuation, Market Analysis, Data Interpretation, Risk Analysis, Accounting Principles, Investment Strategies, Excel, Financial Modeling",Finance & Business
Civil Engineer,"BIM, AutoCAD, Structural Analysis, Cost Estimation, Construction Management, Hydraulics, Surveying, Urban Development, Project Planning, Soil Mechanics",Other
Civil Engineer,"Cost Estimation, BIM, Hydraulics, Structural Analysis, Project Planning, Urban Development, Surveying, Soil Mechanics, AutoCAD, Construction Management",Other
Civil Engineer,"Structural Analysis, Soil Mechanics, Project Planning, AutoCAD, Urban Development, Hydraulics, Surveying, Construction Management, Cost Estimation, BIM",Other
Civil Engineer,"Urban Development, Surveying, Structural Analysis, Cost Estimation, AutoCAD, Project Planning, Soil Mechanics, Construction Management, Hydraulics, BIM",Other
Civil Engineer,"Hydraulics, Urban Development, Soil Mechanics, Surveying, AutoCAD, Structural Analysis, Construction Management, Cost Estimation, Project Planning, BIM",Other
Civil Engineer,"AutoCAD, Structural Analysis, Urban Development, Surveying, Hydraulics, Cost Estimation, Soil Mechanics, BIM, Construction Management, Project Planning",Other
Civil Engineer,"Cost Estimation, Project Planning, Construction Management, Hydraulics, Structural Analysis, Surveying, Soil Mechanics, Urban Development, BIM, AutoCAD",Other
Civil Engineer,"Urban Development, Soil Mechanics, BIM, Structural Analysis, Hydraulics, Surveying, Project Planning, Construction Management, Cost Estimation, AutoCAD",Other
Mechanical Engineer,"Fluid Mechanics, Manufacturing Processes, Computational Simulation, Material Science, CAD, SolidWorks, Robotics, Product Design, Finite Element Analysis, Thermodynamics",Other
Mechanical Engineer,"Fluid Mechanics, Material Science, Thermodynamics, Computational Simulation, Robotics, CAD, Product Design, SolidWorks, Finite Element Analysis, Manufacturing Processes",Other
Mechanical Engineer,"Manufacturing Processes, Thermodynamics, CAD, Computational Simulation, Finite Element Analysis, Material Science, SolidWorks, Robotics, Product Design, Fluid Mechanics",Other
Mechanical Engineer,"Computational Simulation, Manufacturing Processes, Material Science, Fluid Mechanics, Thermodynamics, Finite Element Analysis, Robotics, CAD, SolidWorks, Product Design",Other
Mechanical Engineer,"Finite Element Analysis, Fluid Mechanics, Manufacturing Processes, Product Design, Material Science, CAD, Computational Simulation, Thermodynamics, Robotics, SolidWorks",Other
Mechanical Engineer,"Fluid Mechanics, Computational Simulation, Thermodynamics, Product Design, SolidWorks, Finite Element Analysis, Manufacturing Processes, CAD, Material Science, Robotics",Other
Mechanical Engineer,"Thermodynamics, Product Design, Material Science, Computational Simulation, CAD, Robotics, Finite Element Analysis, SolidWorks, Fluid Mechanics, Manufacturing Processes",Other
Mechanical Engineer,"Computational Simulation, SolidWorks, Fluid Mechanics, Thermodynamics, Finite Element Analysis, Manufacturing Processes, Product Design, CAD, Robotics, Material Science",Other
Mechanical Engineer,"Product Design, CAD, Robotics, Manufacturing Processes, SolidWorks, Finite Element Analysis, Material Science, Computational Simulation, Thermodynamics, Fluid Mechanics",Other
Mechanical Engineer,"Product Design, CAD, Finite Element Analysis, Thermodynamics, Material Science, SolidWorks, Manufacturing Processes, Fluid Mechanics, Computational Simulation, Robotics",Other
Electrical Engineer,"PLC Programming, Renewable Energy, Signal Processing, Microcontrollers, Power Systems, Electromagnetics, SCADA, Embedded Systems, Circuit Design, PCB Layout",Other
Electrical Engineer,"Signal Processing, Electromagnetics, Embedded Systems, PCB Layout, SCADA, Circuit Design, Microcontrollers, Power Systems, PLC Programming, Renewable Energy",Other
Electrical Engineer,"PLC Programming, Power Systems, Embedded Systems, Electromagnetics, PCB Layout, Circuit Design, Renewable Energy, SCADA, Microcontrollers, Signal Processing",Other
Electrical Engineer,"Power Systems, Electromagnetics, Circuit Design, PLC Programming, Microcontrollers, Renewable Energy, PCB Layout, SCADA, Embedded Systems, Signal Processing",Other
Electrical Engineer,"Electromagnetics, Microcontrollers, Signal Processing, PLC Programming, Power Systems, PCB Layout, Circuit Design, SCADA, Embedded Systems, Renewable Energy",Other
Electrical Engineer,"Microcontrollers, Embedded Systems, SCADA, PCB Layout, Renewable Energy, Power Systems, Circuit Design, Electromagnetics, Signal Processing, PLC Programming",Other
Electrical Engineer,"Embedded Systems, Electromagnetics, PLC Programming, Circuit Design, Renewable Energy, Power Systems, Microcontrollers, SCADA, PCB Layout, Signal Processing",Other
Electrical Engineer,"Signal Processing, Microcontrollers, PCB Layout, Electromagnetics, PLC Programming, Circuit Design, Embedded Systems, Power Systems, Renewable Energy, SCADA",Other
Electrical Engineer,"Electromagnetics, Signal Processing, Renewable Energy, Circuit Design, SCADA, Embedded Systems, PLC Programming, PCB Layout, Power Systems, Microcontrollers",Other
Chemical Engineer,"Material Testing, Catalysis, Heat Transfer, Process Engineering, Reaction Engineering, Thermodynamics, Environmental Compliance, Safety Protocols, Fluid Dynamics, Polymer Science",Other
Chemical Engineer,"Reaction Engineering, Thermodynamics, Material Testing, Polymer Science, Safety Protocols, Environmental Compliance, Catalysis, Process Engineering, Heat Transfer, Fluid Dynamics",Other
Chemical Engineer,"Safety Protocols, Catalysis, Environmental Compliance, Heat Transfer, Polymer Science, Thermodynamics, Process Engineering, Reaction Engineering, Material Testing, Fluid Dynamics",Other
Chemical Engineer,"Fluid Dynamics, Safety Protocols, Material Testing, Heat Transfer, Catalysis, Reaction Engineering, Process Engineering, Polymer Science, Thermodynamics, Environmental Compliance",Other
Chemical Engineer,"Catalysis, Thermodynamics, Process Engineering, Fluid Dynamics, Polymer Science, Material Testing, Environmental Compliance, Reaction Engineering, Heat Transfer, Safety Protocols",Other
Biomedical Engineer,"Genetic Engineering, Imaging Systems, Biomechanics, Signal Processing, Biomaterials, AI in Healthcare, Physiology, Circuit Design, Medical Devices, Medical Robotics",Other
Biomedical Engineer,"Biomaterials, Medical Robotics, Biomechanics, Physiology, Circuit Design, Genetic Engineering, Medical Devices, AI in Healthcare, Imaging Systems, Signal Processing",Other
Biomedical Engineer,"Imaging Systems, Circuit Design, Biomechanics, Medical Robotics, Medical Devices, Physiology, Biomaterials, AI in Healthcare, Genetic Engineering, Signal Processing",Other
Biomedical Engineer,"AI in Healthcare, Biomaterials, Physiology, Circuit Design, Genetic Engineering, Imaging Systems, Signal Processing, Medical Robotics, Biomechanics, Medical Devices",Other
Biomedical Engineer,"Circuit Design, Biomechanics, Medical Robotics, Physiology, Genetic Engineering, Imaging Systems, Medical Devices, AI in Healthcare, Biomaterials, Signal Processing",Other
Biomedical Engineer,"AI in Healthcare, Circuit Design, Imaging Systems, Genetic Engineering, Signal Processing, Medical Devices, Medical Robotics, Physiology, Biomechanics, Biomaterials",Other
Environmental Engineer,"Impact Assessment, Environmental Compliance, Air Pollution Control, Risk Assessment, GIS, Climate Change Adaptation, Waste Management, Water Treatment, Renewable Energy, Sustainability",Other
Environmental Engineer,"Sustainability, Risk Assessment, GIS, Air Pollution Control, Water Treatment, Environmental Compliance, Waste Management, Impact Assessment, Renewable Energy, Climate Change Adaptation",Other
Environmental Engineer,"Risk Assessment, Environmental Compliance, Renewable Energy, Water Treatment, Air Pollution Control, Sustainability, Waste Management, Impact Assessment, Climate Change Adaptation, GIS",Other
Environmental Engineer,"GIS, Renewable Energy, Risk Assessment, Waste Management, Sustainability, Climate Change Adaptation, Air Pollution Control, Environmental Compliance, Impact Assessment, Water Treatment",Other
Environmental Engineer,"Air Pollution Control, Renewable Energy, Climate Change Adaptation, GIS, Sustainability, Environmental Compliance, Waste Management, Water Treatment, Risk Assessment, Impact Assessment",Other
Environmental Engineer,"Water Treatment, Waste Management, Environmental Compliance, Air Pollution Control, Renewable Energy, GIS, Impact Assessment, Risk Assessment, Climate Change Adaptation, Sustainability",Other
Environmental Engineer,"GIS, Environmental Compliance, Water Treatment, Air Pollution Control, Climate Change Adaptation, Renewable Energy, Sustainability, Risk Assessment, Waste Management, Impact Assessment",Other
Environmental Engineer,"GIS, Air Pollution Control, Sustainability, Waste Management, Water Treatment, Climate Change Adaptation, Environmental Compliance, Risk Assessment, Renewable Energy, Impact Assessment",Other
Environmental Engineer,"Waste Management, Renewable Energy, Impact Assessment, Air Pollution Control, Risk Assessment, GIS, Sustainability, Water Treatment, Environmental Compliance, Climate Change Adaptation",Other
Environmental Engineer,"Water Treatment, Climate Change Adaptation, Waste Management, GIS, Renewable Energy, Impact Assessment, Environmental Compliance, Air Pollution Control, Sustainability, Risk Assessment",Other
HR Manager,"Conflict Resolution, Recruitment, Compensation & Benefits, Talent Acquisition, Performance Management, HR Policies, Diversity & Inclusion, Payroll, Labor Laws, Employee Relations",Other
HR Manager,"Recruitment, Labor Laws, HR Policies, Diversity & Inclusion, Employee Relations, Talent Acquisition, Payroll, Compensation & Benefits, Performance Management, Conflict Resolution",Other
HR Manager,"Talent Acquisition, Performance Management, Employee Relations, Payroll, Compensation & Benefits, Recruitment, Conflict Resolution, Labor Laws, HR Policies, Diversity & Inclusion",Other
HR Manager,"Labor Laws, Performance Management, Talent Acquisition, Employee Relations, Conflict Resolution, Recruitment, HR Policies, Diversity & Inclusion, Compensation & Benefits, Payroll",Other
HR Manager,"Diversity & Inclusion, Conflict Resolution, Talent Acquisition, Employee Relations, Performance Management, HR Policies, Compensation & Benefits, Recruitment, Labor Laws, Payroll",Other
HR Manager,"Talent Acquisition, Performance Management, Compensation & Benefits, Conflict Resolution, Employee Relations, Payroll, Diversity & Inclusion, Recruitment, Labor Laws, HR Policies",Other
HR Manager,"Compensation & Benefits, Diversity & Inclusion, Conflict Resolution, Talent Acquisition, Recruitment, HR Policies, Labor Laws, Payroll, Performance Management, Employee Relations",Other
HR Manager,"Recruitment, Labor Laws, Performance Management, HR Policies, Compensation & Benefits, Conflict Resolution, Employee Relations, Diversity & Inclusion, Talent Acquisition, Payroll",Other
HR Manager,"Performance Management, HR Policies, Employee Relations, Talent Acquisition, Compensation & Benefits, Labor Laws, Recruitment, Conflict Resolution, Payroll, Diversity & Inclusion",Other
Operations Manager,"Resource Allocation, Supply Chain Management, Inventory Control, Vendor Management, Process Improvement, KPI Analysis, Logistics, Lean Six Sigma, Forecasting, Risk Management",Other
Operations Manager,"Process Improvement, Forecasting, Lean Six Sigma, Resource Allocation, Logistics, Inventory Control, Vendor Management, Supply Chain Management, KPI Analysis, Risk Management",Other
Operations Manager,"Supply Chain Management, Process Improvement, KPI Analysis, Resource Allocation, Inventory Control, Risk Management, Forecasting, Vendor Management, Lean Six Sigma, Logistics",Other
Operations Manager,"KPI Analysis, Logistics, Supply Chain Management, Vendor Management, Resource Allocation, Lean Six Sigma, Process Improvement, Forecasting, Risk Management, Inventory Control",Other
Operations Manager,"Risk Management, Lean Six Sigma, Vendor Management, Inventory Control, Logistics, Resource Allocation, Forecasting, Process Improvement, KPI Analysis, Supply Chain Management",Other
Operations Manager,"Forecasting, Logistics, KPI Analysis, Inventory Control, Supply Chain Management, Resource Allocation, Risk Management, Vendor Management, Process Improvement, Lean Six Sigma",Other
Operations Manager,"Inventory Control, Lean Six Sigma, Logistics, Supply Chain Management, Vendor Management, Process Improvement, Forecasting, Resource Allocation, KPI Analysis, Risk Management",Other
Operations Manager,"Forecasting, Risk Management, KPI Analysis, Vendor Management, Logistics, Lean Six Sigma, Inventory Control, Process Improvement, Resource Allocation, Supply Chain Management",Other
Operations Manager,"Process Improvement, Resource Allocation, Forecasting, Logistics, Risk Management, Lean Six Sigma, Supply Chain Management, Inventory Control, Vendor Management, KPI Analysis",Other
Operations Manager,"Resource Allocation, Forecasting, KPI Analysis, Logistics, Supply Chain Management, Risk Management, Inventory Control, Vendor Management, Process Improvement, Lean Six Sigma",Other
Sales Manager,"CRM, Negotiation, Lead Generation, Customer Retention, Data Analysis, Market Research, Pipeline Management, Presentation Skills, Sales Strategy, Cold Calling",Other
Sales Manager,"Lead Generation, Negotiation, Sales Strategy, Market Research, Customer Retention, Cold Calling, Data Analysis, Pipeline Management, CRM, Presentation Skills",Other
Sales Manager,"Lead Generation, Cold Calling, Data Analysis, Customer Retention, Presentation Skills, Market Research, Sales Strategy, Pipeline Management, CRM, Negotiation",Other
Sales Manager,"Cold Calling, Lead Generation, Presentation Skills, Negotiation, Market Research, Customer Retention, CRM, Pipeline Management, Sales Strategy, Data Analysis",Other
Sales Manager,"Negotiation, Lead Generation, Pipeline Management, Cold Calling, Sales Strategy, Data Analysis, Presentation Skills, CRM, Customer Retention, Market Research",Other
Sales Manager,"Market Research, Lead Generation, Cold Calling, CRM, Presentation Skills, Sales Strategy, Customer Retention, Negotiation, Pipeline Management, Data Analysis",Other
Sales Manager,"Sales Strategy, Cold Calling, Lead Generation, Presentation Skills, Data Analysis, Pipeline Management, Negotiation, Market Research, CRM, Customer Retention",Other
Professor,"Curriculum Development, Public Speaking, Educational Technology, Grant Writing, Subject Matter Expertise, Student Mentorship, Research & Publications, Academic Writing, Classroom Management, Critical Thinking",Other
Professor,"Critical Thinking, Student Mentorship, Classroom Management, Curriculum Development, Subject Matter Expertise, Academic Writing, Grant Writing, Research & Publications, Public Speaking, Educational Technology",Other
Professor,"Classroom Management, Grant Writing, Research & Publications, Student Mentorship, Educational Technology, Curriculum Development, Critical Thinking, Academic Writing, Public Speaking, Subject Matter Expertise",Other
Professor,"Grant Writing, Curriculum Development, Academic Writing, Public Speaking, Student Mentorship, Subject Matter Expertise, Classroom Management, Research & Publications, Educational Technology, Critical Thinking",Other
Professor,"Academic Writing, Research & Publications, Subject Matter Expertise, Educational Technology, Student Mentorship, Curriculum Development, Critical Thinking, Grant Writing, Classroom Management, Public Speaking",Other
Professor,"Student Mentorship, Academic Writing, Curriculum Development, Educational Technology, Research & Publications, Classroom Management, Public Speaking, Critical Thinking, Grant Writing, Subject Matter Expertise",Other
Professor,"Student Mentorship, Critical Thinking, Subject Matter Expertise, Research & Publications, Grant Writing, Public Speaking, Educational Technology, Classroom Management, Academic Writing, Curriculum Development",Other
Chef,"Time Management, Menu Planning, Budgeting & Cost Control, Creativity, Culinary Skills, Plating & Presentation, Ingredient Knowledge, Knife Skills, Food Safety & Sanitation, Leadership",Other
Chef,"Food Safety & Sanitation, Time Management, Leadership, Creativity, Culinary Skills, Menu Planning, Knife Skills, Plating & Presentation, Budgeting & Cost Control, Ingredient Knowledge",Other
Chef,"Ingredient Knowledge, Creativity, Knife Skills, Budgeting & Cost Control, Food Safety & Sanitation, Menu Planning, Plating & Presentation, Leadership, Time Management, Culinary Skills",Other
Chef,"Culinary Skills, Time Management, Leadership, Budgeting & Cost Control, Plating & Presentation, Knife Skills, Creativity, Menu Planning, Ingredient Knowledge, Food Safety & Sanitation",Other
Chef,"Time Management, Plating & Presentation, Knife Skills, Culinary Skills, Leadership, Budgeting & Cost Control, Menu Planning, Food Safety & Sanitation, Ingredient Knowledge, Creativity",Other
Chef,"Creativity, Budgeting & Cost Control, Leadership, Culinary Skills, Time Management, Ingredient Knowledge, Plating & Presentation, Knife Skills, Food Safety & Sanitation, Menu Planning",Other
Chef,"Time Management, Food Safety & Sanitation, Menu Planning, Leadership, Knife Skills, Ingredient Knowledge, Plating & Presentation, Budgeting & Cost Control, Creativity, Culinary Skills",Other
Lawyer,"Courtroom Procedures, Public Speaking, Persuasion, Negotiation, Analytical Thinking, Litigation, Client Counseling, Legal Research, Case Law Analysis, Contract Drafting",Other
Lawyer,"Analytical Thinking, Legal Research, Contract Drafting, Persuasion, Case Law Analysis, Litigation, Courtroom Procedures, Negotiation, Client Counseling, Public Speaking",Other
Lawyer,"Persuasion, Legal Research, Contract Drafting, Client Counseling, Analytical Thinking, Negotiation, Public Speaking, Litigation, Case Law Analysis, Courtroom Procedures",Other
Lawyer,"Analytical Thinking, Persuasion, Case Law Analysis, Legal Research, Public Speaking, Client Counseling, Negotiation, Courtroom Procedures, Contract Drafting, Litigation",Other
Lawyer,"Legal Research, Negotiation, Courtroom Procedures, Case Law Analysis, Client Counseling, Public Speaking, Persuasion, Analytical Thinking, Litigation, Contract Drafting",Other
Architect,"AutoCAD, Sustainable Design, Building Codes, Urban Planning, Project Management, Sketching, Visualization, Structural Design, 3D Modeling, Revit",Other
Architect,"Project Management, Structural Design, Sustainable Design, Sketching, Revit, 3D Modeling, Building Codes, AutoCAD, Visualization, Urban Planning",Other
Architect,"Sustainable Design, Structural Design, Project Management, Sketching, Urban Planning, 3D Modeling, AutoCAD, Building Codes, Visualization, Revit",Other
Architect,"Visualization, Project Management, Sustainable Design, AutoCAD, Sketching, Revit, Structural Design, 3D Modeling, Building Codes, Urban Planning",Other
Architect,"Structural Design, Sustainable Design, Project Management, Revit, Sketching, AutoCAD, 3D Modeling, Visualization, Building Codes, Urban Planning",Other
Architect,"Structural Design, Revit, Urban Planning, Sketching, Project Management, 3D Modeling, Visualization, AutoCAD, Sustainable Design, Building Codes",Other
Architect,"Project Management, Building Codes, 3D Modeling, Visualization, AutoCAD, Sustainable Design, Urban Planning, Structural Design, Revit, Sketching",Other
Interior Designer,"Furniture Design, Budgeting, Project Coordination, Color Theory, SketchUp, AutoCAD, 3D Rendering, Client Communication, Space Planning, Material Selection",Other
Interior Designer,"Budgeting, Furniture Design, Client Communication, Project Coordination, 3D Rendering, Color Theory, SketchUp, Space Planning, AutoCAD, Material Selection",Other
Interior Designer,"Budgeting, Furniture Design, Space Planning, Project Coordination, Material Selection, Color Theory, 3D Rendering, Client Communication, SketchUp, AutoCAD",Other
Interior Designer,"AutoCAD, Budgeting, Material Selection, Client Communication, Project Coordination, 3D Rendering, Furniture Design, Color Theory, SketchUp, Space Planning",Other
Interior Designer,"Budgeting, Color Theory, Client Communication, Space Planning, Project Coordination, SketchUp, AutoCAD, Furniture Design, Material Selection, 3D Rendering",Other
Interior Designer,"Space Planning, Furniture Design, Client Communication, Project Coordination, SketchUp, Material Selection, 3D Rendering, AutoCAD, Budgeting, Color Theory",Other
Interior Designer,"Color Theory, AutoCAD, Client Communication, Furniture Design, Material Selection, 3D Rendering, SketchUp, Project Coordination, Budgeting, Space Planning",Other
Interior Designer,"Budgeting, Space Planning, Project Coordination, Material Selection, SketchUp, AutoCAD, Furniture Design, Color Theory, Client Communication, 3D Rendering",Other
Interior Designer,"3D Rendering, Project Coordination, Space Planning, Material Selection, SketchUp, Color Theory, Client Communication, Budgeting, Furniture Design, AutoCAD",Other
Interior Designer,"SketchUp, Client Communication, Project Coordination, Space Planning, 3D Rendering, AutoCAD, Material Selection, Budgeting, Furniture Design, Color Theory",Other
Event Planner,"Logistics, Time Management, Vendor Management, Risk Management, Problem-Solving, Marketing, Negotiation, Budgeting, Public Relations, Communication",Other
Event Planner,"Public Relations, Negotiation, Risk Management, Problem-Solving, Marketing, Communication, Budgeting, Time Management, Logistics, Vendor Management",Other
Event Planner,"Public Relations, Communication, Negotiation, Risk Management, Budgeting, Vendor Management, Logistics, Marketing, Time Management, Problem-Solving",Other
Event Planner,"Public Relations, Budgeting, Time Management, Logistics, Problem-Solving, Communication, Marketing, Vendor Management, Negotiation, Risk Management",Other
Event Planner,"Public Relations, Logistics, Marketing, Negotiation, Vendor Management, Risk Management, Time Management, Problem-Solving, Budgeting, Communication",Other
Fashion Designer,"Color Theory, Draping, CAD for Fashion, Pattern Making, Sewing, Trend Analysis, Market Research, Creativity, Sketching, Textile Knowledge",Other
Fashion Designer,"Market Research, Sewing, Trend Analysis, CAD for Fashion, Creativity, Textile Knowledge, Pattern Making, Sketching, Color Theory, Draping",Other
Fashion Designer,"Sketching, Market Research, Sewing, Draping, Color Theory, Trend Analysis, Textile Knowledge, Creativity, CAD for Fashion, Pattern Making",Other
Fashion Designer,"Creativity, Sketching, Textile Knowledge, Color Theory, Pattern Making, Draping, Sewing, Market Research, Trend Analysis, CAD for Fashion",Other
Fashion Designer,"CAD for Fashion, Draping, Trend Analysis, Textile Knowledge, Market Research, Pattern Making, Sewing, Creativity, Sketching, Color Theory",Other
Fashion Designer,"Trend Analysis, Sketching, Textile Knowledge, Creativity, Color Theory, Pattern Making, Draping, Market Research, Sewing, CAD for Fashion",Other
Fashion Designer,"Trend Analysis, Draping, Sketching, Creativity, Sewing, Pattern Making, Color Theory, CAD for Fashion, Textile Knowledge, Market Research",Other
